regions,Year,Month,Deaths,Date,,,,,,,,
North East,2006,1,2570,2006-1,,,,,,,,
North East,2006,2,2194,2006-2,,,,,,,,
North East,2006,3,2517,2006-3,,,,,,,,
North East,2006,4,2221,2006-4,,,,,,,,
North East,2006,5,2381,2006-5,,,,,,,,
North East,2006,6,2136,2006-6,,,,,North East,2006,1,2570
North East,2006,7,2030,2006-7,,,,,North West,2006,1,6797
North East,2006,8,2078,2006-8,,,,,Yorkshire and the Humber,2006,1,4789
North East,2006,9,1929,2006-9,,,,,East Midlands,2006,1,3977
North East,2006,10,2218,2006-10,,,,,Wales,2006,1,2997
North East,2006,11,2268,2006-11,,,,,,,,
North East,2006,12,2328,2006-12,,,,,,,,
North West,2006,1,6797,2006-1,,,,,,,,
North West,2006,2,5832,2006-2,,,,,,,,
North West,2006,3,6628,2006-3,,,,,,,,
North West,2006,4,5756,2006-4,,,,,,,,
North West,2006,5,6013,2006-5,,,,,,,,
North West,2006,6,5662,2006-6,,,,,,,,
North West,2006,7,5450,2006-7,,,,,,,,
North West,2006,8,5445,2006-8,,,,,,,,
North West,2006,9,5223,2006-9,,,,,,,,
North West,2006,10,5674,2006-10,,,,,,,,
North West,2006,11,5780,2006-11,,,,,,,,
North West,2006,12,5566,2006-12,,,,,,,,
Yorkshire and the Humber,2006,1,4789,2006-1,,,,,,,,
Yorkshire and the Humber,2006,2,4081,2006-2,,,,,,,,
Yorkshire and the Humber,2006,3,4636,2006-3,,,,,,,,
Yorkshire and the Humber,2006,4,3986,2006-4,,,,,,,,
Yorkshire and the Humber,2006,5,4193,2006-5,,,,,,,,
Yorkshire and the Humber,2006,6,4010,2006-6,,,,,,,,
Yorkshire and the Humber,2006,7,3792,2006-7,,,,,,,,
Yorkshire and the Humber,2006,8,3905,2006-8,,,,,,,,
Yorkshire and the Humber,2006,9,3660,2006-9,,,,,,,,
Yorkshire and the Humber,2006,10,4068,2006-10,,,,,,,,
Yorkshire and the Humber,2006,11,4235,2006-11,,,,,,,,
Yorkshire and the Humber,2006,12,4046,2006-12,,,,,,,,
East Midlands,2006,1,3977,2006-1,,,,,,,,
East Midlands,2006,2,3559,2006-2,,,,,,,,
East Midlands,2006,3,4036,2006-3,,,,,,,,
East Midlands,2006,4,3460,2006-4,,,,,,,,
East Midlands,2006,5,3444,2006-5,,,,,,,,
East Midlands,2006,6,3379,2006-6,,,,,,,,
East Midlands,2006,7,3313,2006-7,,,,,,,,
East Midlands,2006,8,3280,2006-8,,,,,,,,
East Midlands,2006,9,2947,2006-9,,,,,,,,
East Midlands,2006,10,3409,2006-10,,,,,,,,
East Midlands,2006,11,3593,2006-11,,,,,,,,
East Midlands,2006,12,3411,2006-12,,,,,,,,
Wales,2006,1,2997,2006-1,,,,,,,,
Wales,2006,2,2686,2006-2,,,,,,,,
Wales,2006,3,3014,2006-3,,,,,,,,
Wales,2006,4,2524,2006-4,,,,,,,,
Wales,2006,5,2562,2006-5,,,,,,,,
Wales,2006,6,2550,2006-6,,,,,,,,
Wales,2006,7,2483,2006-7,,,,,,,,
Wales,2006,8,2439,2006-8,,,,,,,,
Wales,2006,9,2298,2006-9,,,,,,,,
Wales,2006,10,2433,2006-10,,,,,,,,
Wales,2006,11,2569,2006-11,,,,,,,,
Wales,2006,12,2528,2006-12,,,,,,,,
West Midlands,2006,1,5166,2006-1,,,,,,,,
West Midlands,2006,2,4358,2006-2,,,,,,,,
West Midlands,2006,3,5163,2006-3,,,,,,,,
West Midlands,2006,4,4193,2006-4,,,,,,,,
West Midlands,2006,5,4492,2006-5,,,,,,,,
West Midlands,2006,6,4197,2006-6,,,,,,,,
West Midlands,2006,7,4059,2006-7,,,,,,,,
West Midlands,2006,8,4008,2006-8,,,,,,,,
West Midlands,2006,9,3832,2006-9,,,,,,,,
West Midlands,2006,10,4171,2006-10,,,,,,,,
West Midlands,2006,11,4363,2006-11,,,,,,,,
West Midlands,2006,12,4118,2006-12,,,,,,,,
East,2006,1,5083,2006-1,,,,,,,,
East,2006,2,4494,2006-2,,,,,,,,
East,2006,3,5130,2006-3,,,,,,,,
East,2006,4,4212,2006-4,,,,,,,,
East,2006,5,4409,2006-5,,,,,,,,
East,2006,6,4174,2006-6,,,,,,,,
East,2006,7,3933,2006-7,,,,,,,,
East,2006,8,4004,2006-8,,,,,,,,
East,2006,9,3724,2006-9,,,,,,,,
East,2006,10,4075,2006-10,,,,,,,,
East,2006,11,4379,2006-11,,,,,,,,
East,2006,12,4229,2006-12,,,,,,,,
London,2006,1,4945,2006-1,,,,,,,,
London,2006,2,4437,2006-2,,,,,,,,
London,2006,3,5082,2006-3,,,,,,,,
London,2006,4,3984,2006-4,,,,,,,,
London,2006,5,4358,2006-5,,,,,,,,
London,2006,6,4231,2006-6,,,,,,,,
London,2006,7,4029,2006-7,,,,,,,,
London,2006,8,4094,2006-8,,,,,,,,
London,2006,9,3709,2006-9,,,,,,,,
London,2006,10,4059,2006-10,,,,,,,,
London,2006,11,4276,2006-11,,,,,,,,
London,2006,12,4000,2006-12,,,,,,,,
South East,2006,1,7624,2006-1,,,,,,,,
South East,2006,2,6560,2006-2,,,,,,,,
South East,2006,3,7709,2006-3,,,,,,,,
South East,2006,4,6020,2006-4,,,,,,,,
South East,2006,5,6244,2006-5,,,,,,,,
South East,2006,6,6083,2006-6,,,,,,,,
South East,2006,7,5798,2006-7,,,,,,,,
South East,2006,8,5702,2006-8,,,,,,,,
South East,2006,9,5421,2006-9,,,,,,,,
South East,2006,10,6042,2006-10,,,,,,,,
South East,2006,11,6345,2006-11,,,,,,,,
South East,2006,12,5948,2006-12,,,,,,,,
South West,2006,1,5057,2006-1,,,,,,,,
South West,2006,2,4381,2006-2,,,,,,,,
South West,2006,3,5195,2006-3,,,,,,,,
South West,2006,4,4187,2006-4,,,,,,,,
South West,2006,5,4236,2006-5,,,,,,,,
South West,2006,6,4262,2006-6,,,,,,,,
South West,2006,7,3878,2006-7,,,,,,,,
South West,2006,8,4074,2006-8,,,,,,,,
South West,2006,9,3761,2006-9,,,,,,,,
South West,2006,10,4141,2006-10,,,,,,,,
South West,2006,11,4418,2006-11,,,,,,,,
South West,2006,12,4165,2006-12,,,,,,,,
North East,2007,1,2736,2007-1,,,,,,,,
North East,2007,2,2300,2007-2,,,,,,,,
North East,2007,3,2447,2007-3,,,,,,,,
North East,2007,4,2165,2007-4,,,,,,,,
North East,2007,5,2192,2007-5,,,,,,,,
North East,2007,6,1959,2007-6,,,,,,,,
North East,2007,7,2131,2007-7,,,,,,,,
North East,2007,8,2007,2007-8,,,,,,,,
North East,2007,9,1890,2007-9,,,,,,,,
North East,2007,10,2320,2007-10,,,,,,,,
North East,2007,11,2237,2007-11,,,,,,,,
North East,2007,12,2349,2007-12,,,,,,,,
North West,2007,1,7136,2007-1,,,,,,,,
North West,2007,2,6309,2007-2,,,,,,,,
North West,2007,3,6282,2007-3,,,,,,,,
North West,2007,4,5803,2007-4,,,,,,,,
North West,2007,5,5768,2007-5,,,,,,,,
North West,2007,6,5323,2007-6,,,,,,,,
North West,2007,7,5592,2007-7,,,,,,,,
North West,2007,8,5342,2007-8,,,,,,,,
North West,2007,9,4966,2007-9,,,,,,,,
North West,2007,10,5996,2007-10,,,,,,,,
North West,2007,11,6006,2007-11,,,,,,,,
North West,2007,12,5989,2007-12,,,,,,,,
Yorkshire and the Humber,2007,1,5024,2007-1,,,,,,,,
Yorkshire and the Humber,2007,2,4543,2007-2,,,,,,,,
Yorkshire and the Humber,2007,3,4326,2007-3,,,,,,,,
Yorkshire and the Humber,2007,4,4263,2007-4,,,,,,,,
Yorkshire and the Humber,2007,5,4079,2007-5,,,,,,,,
Yorkshire and the Humber,2007,6,3830,2007-6,,,,,,,,
Yorkshire and the Humber,2007,7,3940,2007-7,,,,,,,,
Yorkshire and the Humber,2007,8,3886,2007-8,,,,,,,,
Yorkshire and the Humber,2007,9,3518,2007-9,,,,,,,,
Yorkshire and the Humber,2007,10,4254,2007-10,,,,,,,,
Yorkshire and the Humber,2007,11,4229,2007-11,,,,,,,,
Yorkshire and the Humber,2007,12,4525,2007-12,,,,,,,,
East Midlands,2007,1,4020,2007-1,,,,,,,,
East Midlands,2007,2,3786,2007-2,,,,,,,,
East Midlands,2007,3,3687,2007-3,,,,,,,,
East Midlands,2007,4,3322,2007-4,,,,,,,,
East Midlands,2007,5,3437,2007-5,,,,,,,,
East Midlands,2007,6,3101,2007-6,,,,,,,,
East Midlands,2007,7,3254,2007-7,,,,,,,,
East Midlands,2007,8,3228,2007-8,,,,,,,,
East Midlands,2007,9,2897,2007-9,,,,,,,,
East Midlands,2007,10,3566,2007-10,,,,,,,,
East Midlands,2007,11,3497,2007-11,,,,,,,,
East Midlands,2007,12,3616,2007-12,,,,,,,,
Wales,2007,1,3153,2007-1,,,,,,,,
Wales,2007,2,2906,2007-2,,,,,,,,
Wales,2007,3,2709,2007-3,,,,,,,,
Wales,2007,4,2736,2007-4,,,,,,,,
Wales,2007,5,2676,2007-5,,,,,,,,
Wales,2007,6,2442,2007-6,,,,,,,,
Wales,2007,7,2572,2007-7,,,,,,,,
Wales,2007,8,2471,2007-8,,,,,,,,
Wales,2007,9,2220,2007-9,,,,,,,,
Wales,2007,10,2770,2007-10,,,,,,,,
Wales,2007,11,2713,2007-11,,,,,,,,
Wales,2007,12,2780,2007-12,,,,,,,,
West Midlands,2007,1,5170,2007-1,,,,,,,,
West Midlands,2007,2,4735,2007-2,,,,,,,,
West Midlands,2007,3,4630,2007-3,,,,,,,,
West Midlands,2007,4,4307,2007-4,,,,,,,,
West Midlands,2007,5,4319,2007-5,,,,,,,,
West Midlands,2007,6,3981,2007-6,,,,,,,,
West Midlands,2007,7,4025,2007-7,,,,,,,,
West Midlands,2007,8,3965,2007-8,,,,,,,,
West Midlands,2007,9,3539,2007-9,,,,,,,,
West Midlands,2007,10,4316,2007-10,,,,,,,,
West Midlands,2007,11,4365,2007-11,,,,,,,,
West Midlands,2007,12,4579,2007-12,,,,,,,,
East,2007,1,5227,2007-1,,,,,,,,
East,2007,2,4475,2007-2,,,,,,,,
East,2007,3,4520,2007-3,,,,,,,,
East,2007,4,4215,2007-4,,,,,,,,
East,2007,5,4321,2007-5,,,,,,,,
East,2007,6,3789,2007-6,,,,,,,,
East,2007,7,4051,2007-7,,,,,,,,
East,2007,8,4028,2007-8,,,,,,,,
East,2007,9,3652,2007-9,,,,,,,,
East,2007,10,4375,2007-10,,,,,,,,
East,2007,11,4346,2007-11,,,,,,,,
East,2007,12,4564,2007-12,,,,,,,,
London,2007,1,5079,2007-1,,,,,,,,
London,2007,2,4314,2007-2,,,,,,,,
London,2007,3,4401,2007-3,,,,,,,,
London,2007,4,4128,2007-4,,,,,,,,
London,2007,5,4213,2007-5,,,,,,,,
London,2007,6,3830,2007-6,,,,,,,,
London,2007,7,4003,2007-7,,,,,,,,
London,2007,8,3915,2007-8,,,,,,,,
London,2007,9,3551,2007-9,,,,,,,,
London,2007,10,4149,2007-10,,,,,,,,
London,2007,11,4388,2007-11,,,,,,,,
London,2007,12,4294,2007-12,,,,,,,,
South East,2007,1,7470,2007-1,,,,,,,,
South East,2007,2,6488,2007-2,,,,,,,,
South East,2007,3,6508,2007-3,,,,,,,,
South East,2007,4,6090,2007-4,,,,,,,,
South East,2007,5,6241,2007-5,,,,,,,,
South East,2007,6,5669,2007-6,,,,,,,,
South East,2007,7,5920,2007-7,,,,,,,,
South East,2007,8,5929,2007-8,,,,,,,,
South East,2007,9,5236,2007-9,,,,,,,,
South East,2007,10,6520,2007-10,,,,,,,,
South East,2007,11,6483,2007-11,,,,,,,,
South East,2007,12,6665,2007-12,,,,,,,,
South West,2007,1,5186,2007-1,,,,,,,,
South West,2007,2,4723,2007-2,,,,,,,,
South West,2007,3,4771,2007-3,,,,,,,,
South West,2007,4,4286,2007-4,,,,,,,,
South West,2007,5,4233,2007-5,,,,,,,,
South West,2007,6,4010,2007-6,,,,,,,,
South West,2007,7,4130,2007-7,,,,,,,,
South West,2007,8,4150,2007-8,,,,,,,,
South West,2007,9,3649,2007-9,,,,,,,,
South West,2007,10,4554,2007-10,,,,,,,,
South West,2007,11,4492,2007-11,,,,,,,,
South West,2007,12,4486,2007-12,,,,,,,,
North East,2008,1,2876,2008-1,,,,,,,,
North East,2008,2,2293,2008-2,,,,,,,,
North East,2008,3,2255,2008-3,,,,,,,,
North East,2008,4,2363,2008-4,,,,,,,,
North East,2008,5,2100,2008-5,,,,,,,,
North East,2008,6,1984,2008-6,,,,,,,,
North East,2008,7,2148,2008-7,,,,,,,,
North East,2008,8,1852,2008-8,,,,,,,,
North East,2008,9,2183,2008-9,,,,,,,,
North East,2008,10,2270,2008-10,,,,,,,,
North East,2008,11,2166,2008-11,,,,,,,,
North East,2008,12,2896,2008-12,,,,,,,,
North West,2008,1,7157,2008-1,,,,,,,,
North West,2008,2,5939,2008-2,,,,,,,,
North West,2008,3,5896,2008-3,,,,,,,,
North West,2008,4,6418,2008-4,,,,,,,,
North West,2008,5,5325,2008-5,,,,,,,,
North West,2008,6,5258,2008-6,,,,,,,,
North West,2008,7,5645,2008-7,,,,,,,,
North West,2008,8,4865,2008-8,,,,,,,,
North West,2008,9,5463,2008-9,,,,,,,,
North West,2008,10,5661,2008-10,,,,,,,,
North West,2008,11,5541,2008-11,,,,,,,,
North West,2008,12,7572,2008-12,,,,,,,,
Yorkshire and the Humber,2008,1,5119,2008-1,,,,,,,,
Yorkshire and the Humber,2008,2,4160,2008-2,,,,,,,,
Yorkshire and the Humber,2008,3,4207,2008-3,,,,,,,,
Yorkshire and the Humber,2008,4,4512,2008-4,,,,,,,,
Yorkshire and the Humber,2008,5,3984,2008-5,,,,,,,,
Yorkshire and the Humber,2008,6,3874,2008-6,,,,,,,,
Yorkshire and the Humber,2008,7,3971,2008-7,,,,,,,,
Yorkshire and the Humber,2008,8,3441,2008-8,,,,,,,,
Yorkshire and the Humber,2008,9,3830,2008-9,,,,,,,,
Yorkshire and the Humber,2008,10,4141,2008-10,,,,,,,,
Yorkshire and the Humber,2008,11,3908,2008-11,,,,,,,,
Yorkshire and the Humber,2008,12,5392,2008-12,,,,,,,,
East Midlands,2008,1,4197,2008-1,,,,,,,,
East Midlands,2008,2,3471,2008-2,,,,,,,,
East Midlands,2008,3,3454,2008-3,,,,,,,,
East Midlands,2008,4,3888,2008-4,,,,,,,,
East Midlands,2008,5,3224,2008-5,,,,,,,,
East Midlands,2008,6,3194,2008-6,,,,,,,,
East Midlands,2008,7,3326,2008-7,,,,,,,,
East Midlands,2008,8,2926,2008-8,,,,,,,,
East Midlands,2008,9,3178,2008-9,,,,,,,,
East Midlands,2008,10,3527,2008-10,,,,,,,,
East Midlands,2008,11,3324,2008-11,,,,,,,,
East Midlands,2008,12,4587,2008-12,,,,,,,,
Wales,2008,1,3151,2008-1,,,,,,,,
Wales,2008,2,2634,2008-2,,,,,,,,
Wales,2008,3,2785,2008-3,,,,,,,,
Wales,2008,4,2874,2008-4,,,,,,,,
Wales,2008,5,2497,2008-5,,,,,,,,
Wales,2008,6,2343,2008-6,,,,,,,,
Wales,2008,7,2593,2008-7,,,,,,,,
Wales,2008,8,2196,2008-8,,,,,,,,
Wales,2008,9,2466,2008-9,,,,,,,,
Wales,2008,10,2664,2008-10,,,,,,,,
Wales,2008,11,2481,2008-11,,,,,,,,
Wales,2008,12,3382,2008-12,,,,,,,,
West Midlands,2008,1,5518,2008-1,,,,,,,,
West Midlands,2008,2,4364,2008-2,,,,,,,,
West Midlands,2008,3,4246,2008-3,,,,,,,,
West Midlands,2008,4,4785,2008-4,,,,,,,,
West Midlands,2008,5,3928,2008-5,,,,,,,,
West Midlands,2008,6,3869,2008-6,,,,,,,,
West Midlands,2008,7,4189,2008-7,,,,,,,,
West Midlands,2008,8,3608,2008-8,,,,,,,,
West Midlands,2008,9,3947,2008-9,,,,,,,,
West Midlands,2008,10,4418,2008-10,,,,,,,,
West Midlands,2008,11,3885,2008-11,,,,,,,,
West Midlands,2008,12,5561,2008-12,,,,,,,,
East,2008,1,5330,2008-1,,,,,,,,
East,2008,2,4450,2008-2,,,,,,,,
East,2008,3,4421,2008-3,,,,,,,,
East,2008,4,4832,2008-4,,,,,,,,
East,2008,5,4141,2008-5,,,,,,,,
East,2008,6,3842,2008-6,,,,,,,,
East,2008,7,4077,2008-7,,,,,,,,
East,2008,8,3570,2008-8,,,,,,,,
East,2008,9,4064,2008-9,,,,,,,,
East,2008,10,4501,2008-10,,,,,,,,
East,2008,11,4038,2008-11,,,,,,,,
East,2008,12,5423,2008-12,,,,,,,,
London,2008,1,5168,2008-1,,,,,,,,
London,2008,2,4320,2008-2,,,,,,,,
London,2008,3,4282,2008-3,,,,,,,,
London,2008,4,4587,2008-4,,,,,,,,
London,2008,5,3907,2008-5,,,,,,,,
London,2008,6,3752,2008-6,,,,,,,,
London,2008,7,3919,2008-7,,,,,,,,
London,2008,8,3441,2008-8,,,,,,,,
London,2008,9,3736,2008-9,,,,,,,,
London,2008,10,4088,2008-10,,,,,,,,
London,2008,11,4018,2008-11,,,,,,,,
London,2008,12,5258,2008-12,,,,,,,,
South East,2008,1,7832,2008-1,,,,,,,,
South East,2008,2,6294,2008-2,,,,,,,,
South East,2008,3,6173,2008-3,,,,,,,,
South East,2008,4,6871,2008-4,,,,,,,,
South East,2008,5,5897,2008-5,,,,,,,,
South East,2008,6,5685,2008-6,,,,,,,,
South East,2008,7,5864,2008-7,,,,,,,,
South East,2008,8,5268,2008-8,,,,,,,,
South East,2008,9,5903,2008-9,,,,,,,,
South East,2008,10,6385,2008-10,,,,,,,,
South East,2008,11,5847,2008-11,,,,,,,,
South East,2008,12,7898,2008-12,,,,,,,,
South West,2008,1,5603,2008-1,,,,,,,,
South West,2008,2,4332,2008-2,,,,,,,,
South West,2008,3,4209,2008-3,,,,,,,,
South West,2008,4,4799,2008-4,,,,,,,,
South West,2008,5,4131,2008-5,,,,,,,,
South West,2008,6,3940,2008-6,,,,,,,,
South West,2008,7,4229,2008-7,,,,,,,,
South West,2008,8,3711,2008-8,,,,,,,,
South West,2008,9,4325,2008-9,,,,,,,,
South West,2008,10,4406,2008-10,,,,,,,,
South West,2008,11,4198,2008-11,,,,,,,,
South West,2008,12,5519,2008-12,,,,,,,,
North East,2009,1,2772,2009-1,,,,,,,,
North East,2009,2,2198,2009-2,,,,,,,,
North East,2009,3,2241,2009-3,,,,,,,,
North East,2009,4,2179,2009-4,,,,,,,,
North East,2009,5,2031,2009-5,,,,,,,,
North East,2009,6,2026,2009-6,,,,,,,,
North East,2009,7,2037,2009-7,,,,,,,,
North East,2009,8,1809,2009-8,,,,,,,,
North East,2009,9,2064,2009-9,,,,,,,,
North East,2009,10,2154,2009-10,,,,,,,,
North East,2009,11,2075,2009-11,,,,,,,,
North East,2009,12,2425,2009-12,,,,,,,,
North West,2009,1,7327,2009-1,,,,,,,,
North West,2009,2,5677,2009-2,,,,,,,,
North West,2009,3,5885,2009-3,,,,,,,,
North West,2009,4,5595,2009-4,,,,,,,,
North West,2009,5,5094,2009-5,,,,,,,,
North West,2009,6,5289,2009-6,,,,,,,,
North West,2009,7,5291,2009-7,,,,,,,,
North West,2009,8,4767,2009-8,,,,,,,,
North West,2009,9,5348,2009-9,,,,,,,,
North West,2009,10,5569,2009-10,,,,,,,,
North West,2009,11,5545,2009-11,,,,,,,,
North West,2009,12,6550,2009-12,,,,,,,,
Yorkshire and the Humber,2009,1,5233,2009-1,,,,,,,,
Yorkshire and the Humber,2009,2,4128,2009-2,,,,,,,,
Yorkshire and the Humber,2009,3,4189,2009-3,,,,,,,,
Yorkshire and the Humber,2009,4,3926,2009-4,,,,,,,,
Yorkshire and the Humber,2009,5,3649,2009-5,,,,,,,,
Yorkshire and the Humber,2009,6,3839,2009-6,,,,,,,,
Yorkshire and the Humber,2009,7,3729,2009-7,,,,,,,,
Yorkshire and the Humber,2009,8,3308,2009-8,,,,,,,,
Yorkshire and the Humber,2009,9,3902,2009-9,,,,,,,,
Yorkshire and the Humber,2009,10,4049,2009-10,,,,,,,,
Yorkshire and the Humber,2009,11,3997,2009-11,,,,,,,,
Yorkshire and the Humber,2009,12,4676,2009-12,,,,,,,,
East Midlands,2009,1,4476,2009-1,,,,,,,,
East Midlands,2009,2,3354,2009-2,,,,,,,,
East Midlands,2009,3,3520,2009-3,,,,,,,,
East Midlands,2009,4,3443,2009-4,,,,,,,,
East Midlands,2009,5,3107,2009-5,,,,,,,,
East Midlands,2009,6,3290,2009-6,,,,,,,,
East Midlands,2009,7,3083,2009-7,,,,,,,,
East Midlands,2009,8,2847,2009-8,,,,,,,,
East Midlands,2009,9,3194,2009-9,,,,,,,,
East Midlands,2009,10,3425,2009-10,,,,,,,,
East Midlands,2009,11,3340,2009-11,,,,,,,,
East Midlands,2009,12,3801,2009-12,,,,,,,,
West Midlands,2009,1,5555,2009-1,,,,,,,,
West Midlands,2009,2,4282,2009-2,,,,,,,,
West Midlands,2009,3,4364,2009-3,,,,,,,,
West Midlands,2009,4,4116,2009-4,,,,,,,,
West Midlands,2009,5,3687,2009-5,,,,,,,,
West Midlands,2009,6,3949,2009-6,,,,,,,,
West Midlands,2009,7,3827,2009-7,,,,,,,,
West Midlands,2009,8,3467,2009-8,,,,,,,,
West Midlands,2009,9,3997,2009-9,,,,,,,,
West Midlands,2009,10,4000,2009-10,,,,,,,,
West Midlands,2009,11,4057,2009-11,,,,,,,,
West Midlands,2009,12,4793,2009-12,,,,,,,,
East,2009,1,5738,2009-1,,,,,,,,
East,2009,2,4298,2009-2,,,,,,,,
East,2009,3,4487,2009-3,,,,,,,,
East,2009,4,4214,2009-4,,,,,,,,
East,2009,5,3775,2009-5,,,,,,,,
East,2009,6,4012,2009-6,,,,,,,,
East,2009,7,3959,2009-7,,,,,,,,
East,2009,8,3453,2009-8,,,,,,,,
East,2009,9,4077,2009-9,,,,,,,,
East,2009,10,4095,2009-10,,,,,,,,
East,2009,11,4224,2009-11,,,,,,,,
East,2009,12,4734,2009-12,,,,,,,,
London,2009,1,5430,2009-1,,,,,,,,
London,2009,2,4116,2009-2,,,,,,,,
London,2009,3,4134,2009-3,,,,,,,,
London,2009,4,4022,2009-4,,,,,,,,
London,2009,5,3593,2009-5,,,,,,,,
London,2009,6,3838,2009-6,,,,,,,,
London,2009,7,3757,2009-7,,,,,,,,
London,2009,8,3322,2009-8,,,,,,,,
London,2009,9,3834,2009-9,,,,,,,,
London,2009,10,4053,2009-10,,,,,,,,
London,2009,11,3970,2009-11,,,,,,,,
London,2009,12,4482,2009-12,,,,,,,,
South East,2009,1,8835,2009-1,,,,,,,,
South East,2009,2,6256,2009-2,,,,,,,,
South East,2009,3,6328,2009-3,,,,,,,,
South East,2009,4,5948,2009-4,,,,,,,,
South East,2009,5,5417,2009-5,,,,,,,,
South East,2009,6,5920,2009-6,,,,,,,,
South East,2009,7,5662,2009-7,,,,,,,,
South East,2009,8,4997,2009-8,,,,,,,,
South East,2009,9,5922,2009-9,,,,,,,,
South East,2009,10,5961,2009-10,,,,,,,,
South East,2009,11,6107,2009-11,,,,,,,,
South East,2009,12,6623,2009-12,,,,,,,,
South West,2009,1,6019,2009-1,,,,,,,,
South West,2009,2,4417,2009-2,,,,,,,,
South West,2009,3,4455,2009-3,,,,,,,,
South West,2009,4,4274,2009-4,,,,,,,,
South West,2009,5,3840,2009-5,,,,,,,,
South West,2009,6,4136,2009-6,,,,,,,,
South West,2009,7,4081,2009-7,,,,,,,,
South West,2009,8,3509,2009-8,,,,,,,,
South West,2009,9,4232,2009-9,,,,,,,,
South West,2009,10,4259,2009-10,,,,,,,,
South West,2009,11,4172,2009-11,,,,,,,,
South West,2009,12,4707,2009-12,,,,,,,,
Wales,2009,1,3553,2009-1,,,,,,,,
Wales,2009,2,2622,2009-2,,,,,,,,
Wales,2009,3,2699,2009-3,,,,,,,,
Wales,2009,4,2492,2009-4,,,,,,,,
Wales,2009,5,2307,2009-5,,,,,,,,
Wales,2009,6,2456,2009-6,,,,,,,,
Wales,2009,7,2451,2009-7,,,,,,,,
Wales,2009,8,2037,2009-8,,,,,,,,
Wales,2009,9,2443,2009-9,,,,,,,,
Wales,2009,10,2525,2009-10,,,,,,,,
Wales,2009,11,2543,2009-11,,,,,,,,
Wales,2009,12,2878,2009-12,,,,,,,,
North East,2010,1,2365,2010-1,,,,,,,,
North East,2010,2,2103,2010-2,,,,,,,,
North East,2010,3,2381,2010-3,,,,,,,,
North East,2010,4,2117,2010-4,,,,,,,,
North East,2010,5,1940,2010-5,,,,,,,,
North East,2010,6,2203,2010-6,,,,,,,,
North East,2010,7,1997,2010-7,,,,,,,,
North East,2010,8,1940,2010-8,,,,,,,,
North East,2010,9,2004,2010-9,,,,,,,,
North East,2010,10,2099,2010-10,,,,,,,,
North East,2010,11,2189,2010-11,,,,,,,,
North East,2010,12,2487,2010-12,,,,,,,,
North West,2010,1,6539,2010-1,,,,,,,,
North West,2010,2,5520,2010-2,,,,,,,,
North West,2010,3,6259,2010-3,,,,,,,,
North West,2010,4,5598,2010-4,,,,,,,,
North West,2010,5,4969,2010-5,,,,,,,,
North West,2010,6,5472,2010-6,,,,,,,,
North West,2010,7,5032,2010-7,,,,,,,,
North West,2010,8,4914,2010-8,,,,,,,,
North West,2010,9,5517,2010-9,,,,,,,,
North West,2010,10,5287,2010-10,,,,,,,,
North West,2010,11,5943,2010-11,,,,,,,,
North West,2010,12,6688,2010-12,,,,,,,,
Yorkshire and the Humber,2010,1,4653,2010-1,,,,,,,,
Yorkshire and the Humber,2010,2,3936,2010-2,,,,,,,,
Yorkshire and the Humber,2010,3,4422,2010-3,,,,,,,,
Yorkshire and the Humber,2010,4,3974,2010-4,,,,,,,,
Yorkshire and the Humber,2010,5,3700,2010-5,,,,,,,,
Yorkshire and the Humber,2010,6,4014,2010-6,,,,,,,,
Yorkshire and the Humber,2010,7,3617,2010-7,,,,,,,,
Yorkshire and the Humber,2010,8,3679,2010-8,,,,,,,,
Yorkshire and the Humber,2010,9,3876,2010-9,,,,,,,,
Yorkshire and the Humber,2010,10,3845,2010-10,,,,,,,,
Yorkshire and the Humber,2010,11,4161,2010-11,,,,,,,,
Yorkshire and the Humber,2010,12,4849,2010-12,,,,,,,,
East Midlands,2010,1,4103,2010-1,,,,,,,,
East Midlands,2010,2,3413,2010-2,,,,,,,,
East Midlands,2010,3,3698,2010-3,,,,,,,,
East Midlands,2010,4,3352,2010-4,,,,,,,,
East Midlands,2010,5,3025,2010-5,,,,,,,,
East Midlands,2010,6,3322,2010-6,,,,,,,,
East Midlands,2010,7,3008,2010-7,,,,,,,,
East Midlands,2010,8,2883,2010-8,,,,,,,,
East Midlands,2010,9,3390,2010-9,,,,,,,,
East Midlands,2010,10,3135,2010-10,,,,,,,,
East Midlands,2010,11,3616,2010-11,,,,,,,,
East Midlands,2010,12,4025,2010-12,,,,,,,,
West Midlands,2010,1,4950,2010-1,,,,,,,,
West Midlands,2010,2,4169,2010-2,,,,,,,,
West Midlands,2010,3,4628,2010-3,,,,,,,,
West Midlands,2010,4,4184,2010-4,,,,,,,,
West Midlands,2010,5,3654,2010-5,,,,,,,,
West Midlands,2010,6,4109,2010-6,,,,,,,,
West Midlands,2010,7,3773,2010-7,,,,,,,,
West Midlands,2010,8,3779,2010-8,,,,,,,,
West Midlands,2010,9,3975,2010-9,,,,,,,,
West Midlands,2010,10,3923,2010-10,,,,,,,,
West Midlands,2010,11,4212,2010-11,,,,,,,,
West Midlands,2010,12,5023,2010-12,,,,,,,,
East,2010,1,4999,2010-1,,,,,,,,
East,2010,2,4437,2010-2,,,,,,,,
East,2010,3,4781,2010-3,,,,,,,,
East,2010,4,4374,2010-4,,,,,,,,
East,2010,5,3843,2010-5,,,,,,,,
